0	1.92025e+10	1.11315e-308
0.05	1.54388e+10	5.56574e-309
0.1	1.1675e+10	2.72962e-317
0.15	1.0085e+10	1.36545e-317
0.2	8.495e+09	1.29001e-320
0.25	7.84063e+09	9.67381e-321
0.3	7.18625e+09	6.4525e-321
0.35	6.53188e+09	3.22625e-321
0.4	5.8775e+09	0
0.45	5.56e+09	0
0.5	5.2425e+09	0
0.55	4.925e+09	0
0.6	4.6075e+09	0
0.65	4.40906e+09	0
0.7	4.21062e+09	0
0.75	4.01219e+09	0
0.8	3.81375e+09	0
0.85	3.68219e+09	0
0.9	3.55062e+09	0
0.95	3.41906e+09	0
1	3.2875e+09	0
1.05	3.17406e+09	0
1.1	3.06062e+09	0
1.15	2.94719e+09	0
1.2	2.83375e+09	0
1.25	2.74969e+09	0
1.3	2.66562e+09	0
1.35	2.58156e+09	0
1.4	2.4975e+09	0
1.45	2.42594e+09	0
1.5	2.35437e+09	0
1.55	2.28281e+09	0
1.6	2.21125e+09	0
1.65	2.1425e+09	0
1.7	2.07375e+09	0
1.75	2.005e+09	0
1.8	1.93625e+09	0
1.85	1.89406e+09	0
1.9	1.85187e+09	0
1.95	1.80969e+09	0
