#1	2	 3	4	 5	6	 7  8  9  10 11 12 13
#n  i	 j  k  x	y	 z	r	 FI z  i  j  k 
0	0	0	0	0.0352017	0.00184484	0.000222222	0.03525	0.0523599	0.000222222	0	0	0
1	1	0	0	0.0355013	0.00186054	0.000222222	0.03555	0.0523599	0.000222222	0	1	0
2	2	0	0	0.0358009	0.00187624	0.000222222	0.03585	0.0523599	0.000222222	0	2	0
3	0	1	0	0.0348325	0.00551692	0.000222222	0.0352667	0.15708	0.000222222	0	3	0
4	1	1	0	0.0351288	0.00556385	0.000222222	0.0355667	0.15708	0.000222222	0	4	0
5	2	1	0	0.0354251	0.00561078	0.000222222	0.0358667	0.15708	0.000222222	0	5	0
6	0	2	0	0.0340811	0.009132	0.000222222	0.0352833	0.261799	0.000222222	0	6	0
7	1	2	0	0.0343709	0.00920964	0.000222222	0.0355833	0.261799	0.000222222	0	7	0
8	2	2	0	0.0346606	0.00928729	0.000222222	0.0358833	0.261799	0.000222222	0	8	0
9	0	3	0	0.0329554	0.0126504	0.000222222	0.0353	0.366519	0.000222222	0	9	0
10	1	3	0	0.0332355	0.0127579	0.000222222	0.0356	0.366519	0.000222222	0	10	0
11	2	3	0	0.0335155	0.0128654	0.000222222	0.0359	0.366519	0.000222222	0	11	0
12	0	4	0	0.0314674	0.0160334	0.000222222	0.0353167	0.471239	0.000222222	0	12	0
13	1	4	0	0.0317347	0.0161696	0.000222222	0.0356167	0.471239	0.000222222	0	13	0
14	2	4	0	0.032002	0.0163058	0.000222222	0.0359167	0.471239	0.000222222	0	14	0
15	0	5	0	0.029633	0.0192439	0.000222222	0.0353333	0.575959	0.000222222	0	15	0
16	1	5	0	0.0298846	0.0194073	0.000222222	0.0356333	0.575959	0.000222222	0	16	0
17	2	5	0	0.0301362	0.0195707	0.000222222	0.0359333	0.575959	0.000222222	0	17	0
18	0	6	0	0.0274721	0.0222465	0.000222222	0.03535	0.680678	0.000222222	0	18	0
19	1	6	0	0.0277053	0.0224353	0.000222222	0.03565	0.680678	0.000222222	0	19	0
20	2	6	0	0.0279384	0.0226241	0.000222222	0.03595	0.680678	0.000222222	0	20	0
21	0	7	0	0.025008	0.025008	0.000222222	0.0353667	0.785398	0.000222222	0	21	0
22	1	7	0	0.0252201	0.0252201	0.000222222	0.0356667	0.785398	0.000222222	0	22	0
23	2	7	0	0.0254323	0.0254323	0.000222222	0.0359667	0.785398	0.000222222	0	23	0
24	0	8	0	0.0222675	0.027498	0.000222222	0.0353833	0.890118	0.000222222	0	24	0
25	1	8	0	0.0224562	0.0277312	0.000222222	0.0356833	0.890118	0.000222222	0	25	0
26	2	8	0	0.022645	0.0279643	0.000222222	0.0359833	0.890118	0.000222222	0	26	0
27	0	9	0	0.0192802	0.0296889	0.000222222	0.0354	0.994838	0.000222222	0	27	0
28	1	9	0	0.0194436	0.0299405	0.000222222	0.0357	0.994838	0.000222222	0	28	0
29	2	9	0	0.019607	0.0301921	0.000222222	0.036	0.994838	0.000222222	0	29	0
30	0	10	0	0.0160788	0.0315565	0.000222222	0.0354167	1.09956	0.000222222	0	30	0
31	1	10	0	0.016215	0.0318238	0.000222222	0.0357167	1.09956	0.000222222	0	31	0
32	2	10	0	0.0163512	0.0320911	0.000222222	0.0360167	1.09956	0.000222222	0	32	0
33	0	11	0	0.0126982	0.0330799	0.000222222	0.0354333	1.20428	0.000222222	0	33	0
34	1	11	0	0.0128057	0.0333599	0.000222222	0.0357333	1.20428	0.000222222	0	34	0
35	2	11	0	0.0129132	0.03364	0.000222222	0.0360333	1.20428	0.000222222	0	35	0
36	0	12	0	0.00917514	0.0342421	0.000222222	0.03545	1.309	0.000222222	0	36	0
37	1	12	0	0.00925278	0.0345318	0.000222222	0.03575	1.309	0.000222222	0	37	0
38	2	12	0	0.00933043	0.0348216	0.000222222	0.03605	1.309	0.000222222	0	38	0
39	0	13	0	0.00554821	0.03503	0.000222222	0.0354667	1.41372	0.000222222	0	39	0
40	1	13	0	0.00559514	0.0353263	0.000222222	0.0357667	1.41372	0.000222222	0	40	0
41	2	13	0	0.00564207	0.0356226	0.000222222	0.0360667	1.41372	0.000222222	0	41	0
42	0	14	0	0.00185705	0.0354347	0.000222222	0.0354833	1.51844	0.000222222	0	42	0
43	1	14	0	0.00187275	0.0357343	0.000222222	0.0357833	1.51844	0.000222222	0	43	0
44	2	14	0	0.00188846	0.0360339	0.000222222	0.0360833	1.51844	0.000222222	0	44	0
45	0	15	0	-0.00185793	0.0354513	0.000222222	0.0355	1.62316	0.000222222	0	45	0
46	1	15	0	-0.00187363	0.0357509	0.000222222	0.0358	1.62316	0.000222222	0	46	0
47	2	15	0	-0.00188933	0.0360505	0.000222222	0.0361	1.62316	0.000222222	0	47	0
48	0	16	0	-0.00555603	0.0350794	0.000222222	0.0355167	1.72788	0.000222222	0	48	0
49	1	16	0	-0.00560296	0.0353757	0.000222222	0.0358167	1.72788	0.000222222	0	49	0
50	2	16	0	-0.00564989	0.035672	0.000222222	0.0361167	1.72788	0.000222222	0	50	0
51	0	17	0	-0.0091967	0.0343226	0.000222222	0.0355333	1.8326	0.000222222	0	51	0
52	1	17	0	-0.00927435	0.0346123	0.000222222	0.0358333	1.8326	0.000222222	0	52	0
53	2	17	0	-0.00935199	0.0349021	0.000222222	0.0361333	1.8326	0.000222222	0	53	0
54	0	18	0	-0.01274	0.0331888	0.000222222	0.03555	1.93732	0.000222222	0	54	0
55	1	18	0	-0.0128475	0.0334689	0.000222222	0.03585	1.93732	0.000222222	0	55	0
56	2	18	0	-0.012955	0.0337489	0.000222222	0.03615	1.93732	0.000222222	0	56	0
57	0	19	0	-0.0161469	0.0316901	0.000222222	0.0355667	2.04204	0.000222222	0	57	0
58	1	19	0	-0.0162831	0.0319574	0.000222222	0.0358667	2.04204	0.000222222	0	58	0
59	2	19	0	-0.0164193	0.0322247	0.000222222	0.0361667	2.04204	0.000222222	0	59	0
60	0	20	0	-0.0193801	0.0298427	0.000222222	0.0355833	2.14675	0.000222222	1	0	0
61	1	20	0	-0.0195435	0.0300943	0.000222222	0.0358833	2.14675	0.000222222	1	1	0
62	2	20	0	-0.0197069	0.0303459	0.000222222	0.0361833	2.14675	0.000222222	1	2	0
63	0	21	0	-0.0224038	0.0276664	0.000222222	0.0356	2.25147	0.000222222	1	3	0
64	1	21	0	-0.0225926	0.0278995	0.000222222	0.0359	2.25147	0.000222222	1	4	0
