#1	2	 3	4	 5	6	 7	8  9  10
#n  i  j  k  x  y  z  r  fi z
0	0	0	0	0.03525	0	0	0.03525	0	0
1	1	0	0	0.03555	0	0	0.03555	0	0
2	2	0	0	0.03585	0	0	0.03585	0	0
3	0	1	0	0.0350735	0.00368637	0	0.0352667	0.10472	0
4	1	1	0	0.0353718	0.00371773	0	0.0355667	0.10472	0
5	2	1	0	0.0356702	0.00374909	0	0.0358667	0.10472	0
6	0	2	0	0.0345123	0.00733582	0	0.0352833	0.20944	0
7	1	2	0	0.0348058	0.00739819	0	0.0355833	0.20944	0
8	2	2	0	0.0350992	0.00746056	0	0.0358833	0.20944	0
9	0	3	0	0.0335723	0.0109083	0	0.0353	0.314159	0
10	1	3	0	0.0338576	0.011001	0	0.0356	0.314159	0
11	2	3	0	0.0341429	0.0110937	0	0.0359	0.314159	0
12	0	4	0	0.0322634	0.0143646	0	0.0353167	0.418879	0
13	1	4	0	0.0325374	0.0144866	0	0.0356167	0.418879	0
14	2	4	0	0.0328115	0.0146086	0	0.0359167	0.418879	0
15	0	5	0	0.0305996	0.0176667	0	0.0353333	0.523599	0
16	1	5	0	0.0308594	0.0178167	0	0.0356333	0.523599	0
17	2	5	0	0.0311192	0.0179667	0	0.0359333	0.523599	0
18	0	6	0	0.0285988	0.0207782	0	0.03535	0.628319	0
19	1	6	0	0.0288415	0.0209545	0	0.03565	0.628319	0
20	2	6	0	0.0290842	0.0211309	0	0.03595	0.628319	0
21	0	7	0	0.0262826	0.0236649	0	0.0353667	0.733038	0
22	1	7	0	0.0265055	0.0238657	0	0.0356667	0.733038	0
23	2	7	0	0.0267284	0.0240664	0	0.0359667	0.733038	0
24	0	8	0	0.0236761	0.0262949	0	0.0353833	0.837758	0
25	1	8	0	0.0238768	0.0265179	0	0.0356833	0.837758	0
26	2	8	0	0.0240775	0.0267408	0	0.0359833	0.837758	0
27	0	9	0	0.0208076	0.0286392	0	0.0354	0.942478	0
28	1	9	0	0.0209839	0.0288819	0	0.0357	0.942478	0
29	2	9	0	0.0211603	0.0291246	0	0.036	0.942478	0
30	0	10	0	0.0177083	0.0306717	0	0.0354167	1.0472	0
31	1	10	0	0.0178583	0.0309315	0	0.0357167	1.0472	0
32	2	10	0	0.0180083	0.0311913	0	0.0360167	1.0472	0
33	0	11	0	0.014412	0.03237	0	0.0354333	1.15192	0
34	1	11	0	0.0145341	0.032644	0	0.0357333	1.15192	0
35	2	11	0	0.0146561	0.0329181	0	0.0360333	1.15192	0
36	0	12	0	0.0109547	0.033715	0	0.03545	1.25664	0
37	1	12	0	0.0110474	0.0340003	0	0.03575	1.25664	0
38	2	12	0	0.0111401	0.0342856	0	0.03605	1.25664	0
39	0	13	0	0.00737393	0.0346916	0	0.0354667	1.36136	0
40	1	13	0	0.00743631	0.0349851	0	0.0357667	1.36136	0
41	2	13	0	0.00749868	0.0352785	0	0.0360667	1.36136	0
42	0	14	0	0.00370902	0.035289	0	0.0354833	1.46608	0
43	1	14	0	0.00374038	0.0355873	0	0.0357833	1.46608	0
44	2	14	0	0.00377174	0.0358857	0	0.0360833	1.46608	0
45	0	15	0	2.17375e-18	0.0355	0	0.0355	1.5708	0
46	1	15	0	2.19212e-18	0.0358	0	0.0358	1.5708	0
47	2	15	0	2.21049e-18	0.0361	0	0.0361	1.5708	0
48	0	16	0	-0.0037125	0.0353221	0	0.0355167	1.67552	0
49	1	16	0	-0.00374386	0.0356205	0	0.0358167	1.67552	0
50	2	16	0	-0.00377522	0.0359188	0	0.0361167	1.67552	0
51	0	17	0	-0.0073878	0.0347568	0	0.0355333	1.78024	0
52	1	17	0	-0.00745017	0.0350503	0	0.0358333	1.78024	0
53	2	17	0	-0.00751254	0.0353437	0	0.0361333	1.78024	0
54	0	18	0	-0.0109856	0.0338101	0	0.03555	1.88496	0
55	1	18	0	-0.0110783	0.0340954	0	0.03585	1.88496	0
56	2	18	0	-0.011171	0.0343807	0	0.03615	1.88496	0
57	0	19	0	-0.0144663	0.0324918	0	0.0355667	1.98968	0
58	1	19	0	-0.0145883	0.0327658	0	0.0358667	1.98968	0
59	2	19	0	-0.0147103	0.0330399	0	0.0361667	1.98968	0
60	0	20	0	-0.0177917	0.0308161	0	0.0355833	2.0944	0
61	1	20	0	-0.0179417	0.0310759	0	0.0358833	2.0944	0
62	2	20	0	-0.0180917	0.0313357	0	0.0361833	2.0944	0
63	0	21	0	-0.0209252	0.028801	0	0.0356	2.19911	0
64	1	21	0	-0.0211015	0.0290437	0	0.0359	2.19911	0
65	2	21	0	-0.0212778	0.0292864	0	0.0362	2.19911	0
66	0	22	0	-0.0238322	0.0264683	0	0.0356167	2.30383	0
67	1	22	0	-0.0240329	0.0266913	0	0.0359167	2.30383	0
68	2	22	0	-0.0242337	0.0269142	0	0.0362167	2.30383	0
69	0	23	0	-0.0264807	0.0238434	0	0.0356333	2.40855	0
70	1	23	0	-0.0267037	0.0240441	0	0.0359333	2.40855	0
71	2	23	0	-0.0269266	0.0242448	0	0.0362333	2.40855	0
72	0	24	0	-0.0288415	0.0209545	0	0.03565	2.51327	0
73	1	24	0	-0.0290842	0.0211309	0	0.03595	2.51327	0
74	2	24	0	-0.0293269	0.0213072	0	0.03625	2.51327	0
75	0	25	0	-0.0308882	0.0178333	0	0.0356667	2.61799	0
76	1	25	0	-0.031148	0.0179833	0	0.0359667	2.61799	0
77	2	25	0	-0.0314079	0.0181333	0	0.0362667	2.61799	0
78	0	26	0	-0.0325983	0.0145137	0	0.0356833	2.72271	0
79	1	26	0	-0.0328724	0.0146357	0	0.0359833	2.72271	0
80	2	26	0	-0.0331465	0.0147578	0	0.0362833	2.72271	0
81	0	27	0	-0.0339527	0.0110319	0	0.0357	2.82743	0
82	1	27	0	-0.034238	0.0111246	0	0.036	2.82743	0
83	2	27	0	-0.0345234	0.0112173	0	0.0363	2.82743	0
84	0	28	0	-0.0349362	0.00742591	0	0.0357167	2.93215	0
85	1	28	0	-0.0352296	0.00748829	0	0.0360167	2.93215	0
86	2	28	0	-0.0355231	0.00755066	0	0.0363167	2.93215	0
87	0	29	0	-0.0355376	0.00373515	0	0.0357333	3.03687	0
88	1	29	0	-0.0358359	0.00376651	0	0.0360333	3.03687	0
89	2	29	0	-0.0361343	0.00379787	0	0.0363333	3.03687	0
90	0	30	0	-0.03575	4.37811e-18	0	0.03575	3.14159	0
